www.freebase.com/m/0v28wym	www.freebase.com/common/topic/notable_types	www.freebase.com/m/0kpv1_	what was wojciech kuderski known for 
www.freebase.com/m/04wjdlq	www.freebase.com/book/written_work/subjects	www.freebase.com/m/06bvp	what is the topic for late monasticism and the reformation?
www.freebase.com/m/01hjgzh	www.freebase.com/music/album/release_type	www.freebase.com/m/02lx2r	what type of release is whole lotta rock!
www.freebase.com/m/0gx0043	www.freebase.com/film/film/genre	www.freebase.com/m/0hfjk	what type a film is wyatt earps revenge
www.freebase.com/m/0bgk49d	www.freebase.com/film/film/subjects	www.freebase.com/m/075fzd	what is uncle frank about
www.freebase.com/m/016c8_	www.freebase.com/influence/influence_node/influenced	www.freebase.com/m/028gtv	who did jean genet influence
www.freebase.com/m/0np9r	www.freebase.com/people/profession/people_with_this_profession	www.freebase.com/m/02x4zz2	who was a voice actor?
www.freebase.com/m/0lm0n	www.freebase.com/location/location/contains	www.freebase.com/m/0wh58t7	What is a mountain in the appalachian mountains
www.freebase.com/m/0gc_r5y	www.freebase.com/people/person/languages	www.freebase.com/m/064_8sq	what languages can drew allan cicconi speak?
www.freebase.com/m/02hxn8y	www.freebase.com/language/human_language/main_country	www.freebase.com/m/03ryn	What country utilizes the tomadino language
www.freebase.com/m/04w3pmk	www.freebase.com/book/book/genre	www.freebase.com/m/02xlf	what genre is winter 
www.freebase.com/m/03y4t9j	www.freebase.com/astronomy/asteroid/member_of_asteroid_group	www.freebase.com/m/0cqbc	What is a member of the 1893 jakoba asteroid group?
www.freebase.com/m/063vjv	www.freebase.com/automotive/model/automotive_class	www.freebase.com/m/03vnt4	in what automotive class is the hyundai santa fe
www.freebase.com/m/0bk70lv	www.freebase.com/film/cinematographer/film	www.freebase.com/m/02vrtdd	Peter Greenhalgh was the cinematographer for what film?
www.freebase.com/m/09f3czq	www.freebase.com/people/person/ethnicity	www.freebase.com/m/03ts0c	what people does antoinette boulat belong to
www.freebase.com/m/01jqj8k	www.freebase.com/music/album/artist	www.freebase.com/m/01hfpd	What artist includes black star at the point of darkness in his work?
www.freebase.com/m/0g34rdz	www.freebase.com/music/release/track	www.freebase.com/m/0dny15r	what is a track in the album mythical kings and iguanas
www.freebase.com/m/0l14gg	www.freebase.com/music/album_content_type/albums	www.freebase.com/m/01hw5zt	Name a soundtrack written by James Horner
www.freebase.com/m/02hmlxk	www.freebase.com/cvg/game_version/game	www.freebase.com/m/01g3lv	what is a new version of the game myst
www.freebase.com/m/0knjh	www.freebase.com/music/artist/album	www.freebase.com/m/01jf3xp	Name an album by serge gainsbourg
www.freebase.com/m/04wf9tq	www.freebase.com/book/written_work/subjects	www.freebase.com/m/019kbm	What is the subject of the book "Hearts West"?
www.freebase.com/m/01bt87	www.freebase.com/book/author/works_written	www.freebase.com/m/06_tw6s	what is a book by laura ingalls wilder 
www.freebase.com/m/02hvp4r	www.freebase.com/book/written_work/subjects	www.freebase.com/m/089_x	what is the subject of writing home
www.freebase.com/m/0dwlgj	www.freebase.com/visual_art/artwork/support	www.freebase.com/m/0jmpt	what artwork medium is used for the second of may 1808
www.freebase.com/m/02wwdt2	www.freebase.com/business/business_operation/industry	www.freebase.com/m/03q9x55	What type of business does duckhorn vineyards do?
www.freebase.com/m/0fq67t	www.freebase.com/cvg/computer_videogame/developer	www.freebase.com/m/059wk	who was the developer behind zero racers
www.freebase.com/m/01d3n8	www.freebase.com/book/book_subject/works	www.freebase.com/m/01j44l	What's a book that talks about internal medicine
www.freebase.com/m/037n0p9	www.freebase.com/music/release/region	www.freebase.com/m/0345h	where was discovers the rings of saturn released
www.freebase.com/m/01jtg0y	www.freebase.com/music/album/genre	www.freebase.com/m/011j5x	What type of music fall heads roll
www.freebase.com/m/0hqgv1l	www.freebase.com/medicine/manufactured_drug_form/color	www.freebase.com/m/038hg	what color is isosorbide dinitrate 20 tablet
www.freebase.com/m/03f6h5	www.freebase.com/film/film/cinematography	www.freebase.com/m/08z39v	Who was the cinematographer for the film endless love?
www.freebase.com/m/0jtdp	www.freebase.com/film/film_genre/films_in_this_genre	www.freebase.com/m/0h4z2jr	what is a documentary film about the media
www.freebase.com/m/0gtpgng	www.freebase.com/people/person/place_of_birth	www.freebase.com/m/04v3q	where was mark mifsud born
www.freebase.com/m/04t1ftb	www.freebase.com/book/written_work/author	www.freebase.com/m/03nx4yz	who wrote mildred pierced?
www.freebase.com/m/06svk1	www.freebase.com/music/artist/genre	www.freebase.com/m/01243b	what musical genre does  brandon reilly create
www.freebase.com/m/03d6611	www.freebase.com/sports/sports_team/sport	www.freebase.com/m/018w8	What sport does notre dame fighting irish men's basketball play
www.freebase.com/m/01j241	www.freebase.com/people/person/parents	www.freebase.com/m/0kgksqr	who is james m. cain's father
www.freebase.com/m/02_jpg	www.freebase.com/people/person/nationality	www.freebase.com/m/0d05w3	What nationality is Kenneth Hsu?
www.freebase.com/m/0ndw_9q	www.freebase.com/people/person/gender	www.freebase.com/m/05zppz	what's matthew charles's gender
www.freebase.com/m/09blyk	www.freebase.com/film/film_genre/films_in_this_genre	www.freebase.com/m/0275xvr	whats an example of a psychological thriller
www.freebase.com/m/03gj2	www.freebase.com/location/location/contains	www.freebase.com/m/02r5wy_	whats a city in hungary
www.freebase.com/m/02wx4ys	www.freebase.com/film/film/genre	www.freebase.com/m/0vgkd	what genre of film is mama turns 100 under?
www.freebase.com/m/0bgvcp	www.freebase.com/people/person/place_of_birth	www.freebase.com/m/0156q	where in germany was rudi ball born in?
www.freebase.com/m/03q6_d0	www.freebase.com/visual_art/artwork/media	www.freebase.com/m/031cgw	what media is used in nature morte
www.freebase.com/m/0h5wtp0	www.freebase.com/base/cars_refactor/make/model_s	www.freebase.com/m/031gnc	What model is acura?
www.freebase.com/m/01v8c	www.freebase.com/film/film_location/featured_in_films	www.freebase.com/m/03c3cs0	which movie featured cologne 
www.freebase.com/m/0bpjjrm	www.freebase.com/people/deceased_person/place_of_death	www.freebase.com/m/05qtj	where in france did jean-pierre frogerais die?
www.freebase.com/m/07qymj	www.freebase.com/education/educational_institution/colors	www.freebase.com/m/01l849	What is the school color of emsley a. laney high school?
www.freebase.com/m/05f7cvl	www.freebase.com/language/language_family/languages	www.freebase.com/m/095gcr	what language comes from bodish languages
www.freebase.com/m/02n6zm	www.freebase.com/medicine/drug/route_of_administration	www.freebase.com/m/04v6hz	how do you administer oxytetracycline?
www.freebase.com/m/01vr3v	www.freebase.com/people/ethnicity/geographic_distribution	www.freebase.com/m/06c1y	where would you find romanians
www.freebase.com/m/02q5h8g	www.freebase.com/media_common/netflix_title/netflix_genres	www.freebase.com/m/012w70	what netflix genre is last hurrah for chivalry?
www.freebase.com/m/02q757q	www.freebase.com/location/location/containedby	www.freebase.com/m/0jgd	Which country can you find the argentine sea in
www.freebase.com/m/032h2rv	www.freebase.com/music/release/track	www.freebase.com/m/0wxv6f	What's a song from the new york mixtape massacre (mixed by dj envy)
www.freebase.com/m/054rw	www.freebase.com/location/location/time_zones	www.freebase.com/m/02q_y6	what time zone is marrakech in?
www.freebase.com/m/0642g4_	www.freebase.com/film/film/genre	www.freebase.com/m/02l7c8	what kind of genre is wings of the navy?
www.freebase.com/m/02kdv5l	www.freebase.com/tv/tv_genre/programs	www.freebase.com/m/0_r0k7x	name a japanese action film
www.freebase.com/m/0428h5	www.freebase.com/people/person/nationality	www.freebase.com/m/09c7w0	which country does harry blackstone, jr. come from
